spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,synthetic,nonsynthetic,year,group,mi,Grower,NonSynthetic,Synthetic,Mixture
184,123,0,0,0,0,3,4,0,0,1,2017,NonSynthetic,0,7,0.363243467,0.384966578,0.251789955
123,123,0,0,0,0,3,0,0,0,2,2017,NonSynthetic,0,7,0.978317469,0.017946707,0.003735824
124,123,0,0,0,0,3,0,0,0,2,2017,NonSynthetic,0,7,0.976787273,0.019150742,0.004061985
152,123,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,7,0.853630398,0.107724372,0.038645231
158,123,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,7,0.791398608,0.14884126,0.059760131
175,123,0,0,0,0,3,0,0,1,0,2017,Synthetic,0,7,0.525132398,0.305891978,0.168975623
184,123,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,7,0.363243467,0.384966578,0.251789955
119,119,0,0,0,0,1,2,2,0,1,2017,NonSynthetic,0,8,0.989977468,0.003123152,0.00689938
130,119,0,0,0,0,1,2,2,0,1,2017,NonSynthetic,0,8,0.976218443,0.006400326,0.017381231
142,119,0,0,0,0,1,2,2,0,1,2017,NonSynthetic,0,8,0.939763709,0.013684901,0.04655139
158,119,0.245,0,0,0,1,2,2,0,1,2017,NonSynthetic,1,8,0.716406861,0.033658915,0.249934224
172,119,0.245,0,0,0,1,2,2,1,2,2017,Mixture,1,8,0.440472418,0.05250351,0.507024073
105,105,0,0,0,0,1,3,3,0,1,2017,NonSynthetic,0,8,0.997515856,0.000577379,0.001906765
129,105,0,0,0,0,1,3,3,0,1,2017,NonSynthetic,0,8,0.982654904,0.002805936,0.01453916
142,105,0,0,0,0,1,3,3,0,1,2017,NonSynthetic,0,8,0.95092605,0.006445729,0.042628221
158,105,0.015,0,0,0,1,3,3,0,1,2017,NonSynthetic,1,8,0.832216053,0.016455331,0.151328616
172,105,0.015,0,0,0,1,3,3,0,2,2017,NonSynthetic,1,8,0.60601142,0.03040049,0.363588089
88,88,0,0,0,0,2,4,0,0,1,2017,NonSynthetic,0,8,0.998551365,0.00012314,0.001325495
121,88,0,0,0,0,2,4,0,0,1,2017,NonSynthetic,0,8,0.977287308,0.001081714,0.021630978
130,88,0.01,0,0,0,2,4,0,0,1,2017,NonSynthetic,1,8,0.951601012,0.001924749,0.046474239
143,88,0.01,0,0,0,2,4,0,0,1,2017,NonSynthetic,1,8,0.867475736,0.004165097,0.128359167
156,88,0.12,0,0,0,2,4,0,1,1,2017,Mixture,1,8,0.626704092,0.007495721,0.365800186
171,88,0.12,0,0,0,2,4,0,0,2,2017,NonSynthetic,1,8,0.319518045,0.0103623,0.670119655
178,88,0.12,0,0,0,2,4,0,1,1,2017,Mixture,1,8,0.205708308,0.010626182,0.78366551
121,121,0,0,0,0,1,1,1,0,1,2017,NonSynthetic,0,8,0.992698844,0.002337091,0.004964065
130,121,0,0,0,0,1,1,1,0,1,2017,NonSynthetic,0,8,0.985167732,0.004219824,0.010612445
142,121,0,0,0,0,1,1,1,0,1,2017,NonSynthetic,0,8,0.96201606,0.009152387,0.028831553
157,121,0,0,0,0,1,1,1,0,1,2017,NonSynthetic,0,8,0.882236374,0.022758672,0.095004954
172,121,0,0,0,0,1,1,1,0,2,2017,NonSynthetic,0,8,0.68639766,0.048011762,0.265590577
94,94,0.0025,0.0025,0,0,3,3,3,0,1,2017,NonSynthetic,1,8,0.998863759,0.000226735,0.000909506
122,94,0,0,0.0025,0,3,3,3,0,1,2017,NonSynthetic,0,8,0.988813765,0.001443144,0.009743092
129,94,0.015,0,0,0,3,3,3,0,1,2017,NonSynthetic,1,8,0.979533882,0.002292102,0.018174016
142,94,0.015,0,0,0,3,3,3,0,1,2017,NonSynthetic,1,8,0.941824786,0.005231583,0.052943631
158,94,0.035,0,0,0,3,3,3,1,1,2017,Mixture,1,8,0.801916138,0.013022333,0.185061529
172,94,0.035,0,0,0,3,3,3,0,2,2017,NonSynthetic,1,8,0.554744668,0.022855052,0.422400281
178,94,0.035,0,0,0,3,3,3,1,0,2017,Synthetic,1,8,0.428917251,0.026335802,0.544746947
93,93,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,8,0.998947258,0.000208007,0.000844735
105,93,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,8,0.997192755,0.000461194,0.002346051
129,93,0.005,0,0,0,3,3,3,0,1,2017,NonSynthetic,1,8,0.979703736,0.002240198,0.018056066
143,93,0.005,0,0,0,3,3,3,0,1,2017,NonSynthetic,1,8,0.937549057,0.005438947,0.057011996
157,93,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,8,0.824447834,0.0121077,0.163444466
172,93,0,0,0,0,3,3,3,0,3,2017,NonSynthetic,0,8,0.570726444,0.022726699,0.406546857
93,93,0,0,0,0,1,4,0,0,1,2017,NonSynthetic,0,8,0.997950774,0.000188425,0.001860801
121,93,0,0,0,0,1,4,0,0,1,2017,NonSynthetic,0,8,0.978938631,0.001189719,0.019871651
130,93,0.045,0,0,0,1,4,0,0,1,2017,NonSynthetic,1,8,0.951503541,0.0021458,0.046350659
144,93,0.045,0,0,0,1,4,0,0,1,2017,NonSynthetic,1,8,0.857303045,0.004905039,0.137791916
156,93,0.24,0,0,0,1,4,0,1,1,2017,Mixture,1,8,0.578797723,0.008011502,0.413190774
171,93,0.24,0,0,0,1,4,0,0,2,2017,NonSynthetic,1,8,0.277577112,0.010417912,0.712004976
179,93,0.24,0,0,0,1,4,0,1,1,2017,Mixture,1,8,0.162921609,0.010409288,0.826669103
122,122,0,0,0,0,2,4,4,0,1,2017,NonSynthetic,0,8,0.98721937,0.002864296,0.009916334
129,122,0.01,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,8,0.977201613,0.004535823,0.018262564
142,122,0.01,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,8,0.936644398,0.01032037,0.053035232
156,122,0.005,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,8,0.824748973,0.023004881,0.152246146
172,122,0.005,0,0,0,2,4,4,0,2,2017,NonSynthetic,1,8,0.554582999,0.044828614,0.400588388
121,121,0,0,0,0,1,4,0,0,1,2017,NonSynthetic,0,8,0.985653262,0.002021926,0.012324812
130,121,0.015,0,0,0,1,4,0,0,1,2017,NonSynthetic,1,8,0.969292561,0.003641469,0.02706597
143,121,0.015,0,0,0,1,4,0,0,1,2017,NonSynthetic,1,8,0.914477927,0.008155368,0.077366705
157,121,0.265,0,0,0,1,4,0,1,1,2017,Mixture,1,8,0.652004976,0.016459964,0.33153506
171,121,0.265,0,0,0,1,4,0,0,2,2017,NonSynthetic,1,8,0.364726618,0.023360098,0.611913284
177,121,0.265,0,0,0,1,4,0,1,1,2017,Mixture,1,8,0.256813799,0.024513737,0.718672465
121,121,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.992129368,0.002244478,0.005626154
129,121,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.985155005,0.003793996,0.011050999
142,121,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.958654476,0.008764013,0.032581512
157,121,0.1,0,0,0,5,3,3,0,1,2017,NonSynthetic,1,8,0.846650025,0.021927346,0.131422629
170,121,0.1,0,0,0,5,3,3,0,1,2017,NonSynthetic,1,8,0.652833879,0.040135937,0.307030184
122,122,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.991539128,0.002442628,0.006018244
129,122,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.985271249,0.003866053,0.010862698
139,122,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.967591407,0.007382622,0.025025971
157,122,0,0,0,0,5,3,3,0,1,2017,NonSynthetic,0,8,0.87314834,0.022052536,0.104799124
171,122,0,0,0,0,5,3,3,0,2,2017,NonSynthetic,0,8,0.684887725,0.043885306,0.271226969
89,89,0,0,0,0,2,4,0,0,1,2017,NonSynthetic,0,8,0.998447358,0.000134077,0.001418566
121,89,0,0,0,0,2,4,0,0,1,2017,NonSynthetic,0,8,0.977630135,0.001102515,0.02126735
129,89,0.005,0,0,0,2,4,0,0,1,2017,NonSynthetic,1,8,0.956502707,0.001840318,0.041656975
142,89,0.005,0,0,0,2,4,0,0,1,2017,NonSynthetic,1,8,0.879880043,0.004018637,0.11610132
156,89,0,0,0,0,2,4,0,1,2,2017,Mixture,0,8,0.693606201,0.008019475,0.298374324
171,89,0,0,0,0,2,4,0,0,2,2017,NonSynthetic,0,8,0.388041148,0.01216524,0.599793612
178,89,0,0,0,0,2,4,0,1,1,2017,Mixture,0,8,0.259228212,0.012944634,0.727827154
